section_num,court_name,judge_name,phone,email,site_url,address,work_schedule
97,Судебный участок мирового судьи № 1 Володарского судебного района Нижегородской области,Казакова Ольга Владимировна,+7 83136 4-97-24,volod_1@msud.nnov.ru,http://volod1.nnov.msudrf.ru,"Мичурина ул., севернее улицы Лядова, г. Володарск, 606072","8.00-17.00, обед 12.00-13.00"
98,Судебный участок мирового судьи № 2 Володарского судебного района Нижегородской области,Осташкина Наталья Леонидовна,+7 83136 6-34-02,volod_2@msud.nnov.ru,http://volod2.nnov.msudrf.ru,"Угарова ул., д.1 р.п.Ильиногорск, 606058","8.00-17.00, обед 12.00-13.00"
99,Судебный участок мирового судьи № 3 Володарского судебного района Нижегородской области,Круглова Алла Тахировна,+7 83136 7-93-64,volod_3@msud.nnov.ru,http://volod3.nnov.msudrf.ru,"Гвардейская ул., д.74 п.Мулино, 606083","8.00-17.00, обед 12.00-13.00"
100,Судебный участок мирового судьи Воротынского судебного района Нижегородской области,Цибирев Дмитрий Александрович,+7 83164 2 01 31,vorot_1@msud.nnov.ru,http://vorot.nnov.msudrf.ru,"М. Горького ул., д.100 р.п. Воротынец, 606260","8.00-17.00, обед 12.00-13.00"
101,Судебный участок мирового судьи Воскресенского судебного района Нижегородской области,Федотов Сергей Владимирович,+7 83163 9-30-45,voskr_1@msud.nnov.ru,http://voskr.nnov.msudrf.ru,"Красноармейская ул., д.78 р.п. Воскресенское, 606730","8.00-17.00, обед 12.00-13.00"
102,Судебный участок мирового судьи № 1 Выксунского судебного района Нижегородской области,Кожинов Виктор Михайлович,+7 83177 3-33-30,viksa_1@msud.nnov.ru,http://vyksa1.nnov.msudrf.ru,"Красная Площадь ул., д.33 г.Выкса, 607060","8.00-17.00, обед 12.00-13.00"
103,Судебный участок мирового судьи № 2 Выксунского судебного района Нижегородской области,Сапожников Денис Валерьевич,+7 83177 3-40-40,viksa_2@msud.nnov.ru,http://vyksa2.nnov.msudrf.ru,"Красная Площадь ул., д.33 г.Выкса, 607060","8.00-17.00, обед 12.00-13.00"
104,Судебный участок мирового судьи № 3 Выксунского судебного района Нижегородской области,Костина Наталья Анатольевна,+7 83177 3-26-72,viksa_3@msud.nnov.ru,http://vyksa3.nnov.msudrf.ru,"Красная Площадь ул., д.33 г.Выкса, 607060","8.00-17.00, обед 12.00-13.00"
105,Судебный участок мирового судьи № 4 Выксунского судебного района Нижегородской области,Морозова Ксения Александровна,+7 83177 3-47-02,viksa_4@msud.nnov.ru,http://vyksa4.nnov.msudrf.ru,"Красная Площадь ул., д.33 г.Выкса, 607060","8.00-17.00, обед 12.00-13.00"
106,Судебный участок мирового судьи Гагинского судебного района Нижегородской области,Королева Карина Арсеновна,+7 83195 2-16-02,gagino_1@msud.nnov.ru,http://gagin.nnov.msudrf.ru,"Коммунистическая ул., .8 с.Гагино, 607870","8.00-17.00, обед 12.00-13.00"
107,Судебный участок мирового судьи № 1 Городецкого судебного района Нижегородской области,Давыдовв Эдгар Романович,+7 83161 7-91-30,gorod_1@msud.nnov.ru,http://gorod1.nnov.msudrf.ru,"Новая ул., д.107 г.Городец, 606508","8.00-17.00, обед 12.00-13.00"
108,Судебный участок мирового судьи № 2 Городецкого судебного района Нижегородской области,Нестеров Александр Юрьевич,+7 83161 7-92-27,gorod_2@msud.nnov.ru,http://gorod2.nnov.msudrf.ru,"Новая ул., д.107 г.Городец, 606508","8.00-17.00, обед 12.00-13.00"
109,Судебный участок мирового судьи № 3 Городецкого судебного района Нижегородской области,Комиссарова Татьяна Михайловна,+7 83161 9-49-93,gorod_3@msud.nnov.ru,http://gorod3.nnov.msudrf.ru,"Новая ул., д.107 г.Городец, 606508","8.00-17.00, обед 12.00-13.00"
110,Судебный участок мирового судьи № 4 Городецкого судебного района Нижегородской области,Кудрявцева Ирирна Валентиновна,+7 83161 9-28-65,gorod_4@msud.nnov.ru,http://gorod4.nnov.msudrf.ru,"Новая ул., д.107 г.Городец, 606508","8.00-17.00, обед 12.00-13.00"
111,Судебный участок мирового судьи № 5 Городецкого судебного района Нижегородской области,Копейкин Александр Борисович,+7 83161 9-21-47,gorod_5@msud.nnov.ru,http://gorod5.nnov.msudrf.ru,"Новая ул., д.107 г.Городец, 606508","8.00-17.00, обед 12.00-13.00"
112,Судебный участок мирового судьи № 1 Дзержинского судебного района Нижегородской области,Овчинникова Елена Вадимовна,+7 8313 36-75-62,dzer_1@msud.nnov.ru,http://dzer1.nnov.msudrf.ru,"Сухаренко ул., д.23-а г.Дзержинск, 606002","8.00-17.00, обед 12.00-13.00"
113,Судебный участок мирового судьи № 2 Дзержинского судебного района Нижегородской области,,+7 8313 36-75-94,dzer_2@msud.nnov.ru,http://dzer2.nnov.msudrf.ru,"Сухаренко ул., д.23-а г.Дзержинск, 606002","8.00-17.00, обед 12.00-13.00"
114,Судебный участок мирового судьи № 3 Дзержинского судебного района Нижегородской области,Фунтиков Алексей Юрьевич,+7 8313 21-18-40,dzer_3@msud.nnov.ru,http://dzer3.nnov.msudrf.ru,"Чкалова пр., д.23-а г.Дзержинск, 606038","8.00-17.00, обед 12.00-13.00"
115,Судебный участок мирового судьи № 4 Дзержинского судебного района Нижегородской области,Григорьева Мария Владимировна,+7 8313 21-88-35,dzer_4@msud.nnov.ru,http://dzer4.nnov.msudrf.ru,"Чкалова пр., д.23-а г.Дзержинск, 606038","8.00-17.00, обед 12.00-13.00"
116,Судебный участок мирового судьи № 5 Дзержинского судебного района Нижегородской области,Денисламов Дамир Тахирович,+7 8313 36-73-23,dzer_5@msud.nnov.ru,http://dzer5.nnov.msudrf.ru,"Сухаренко ул., д.23-а г.Дзержинск, 606002","8.00-17.00, обед 12.00-13.00"
117,Судебный участок мирового судьи № 6 Дзержинского судебного района Нижегородской области,Дорошенко Роман Валерьевич,+7 8313 36-71-97,dzer_6@msud.nnov.ru,http://dzer6.nnov.msudrf.ru,"Сухаренко ул., д.23-а г.Дзержинск, 606002","8.00-17.00, обед 12.00-13.00"
118,Судебный участок мирового судьи № 7 Дзержинского судебного района Нижегородской области,Григорьева Наталья Владимировна,+7 8313 25-63-73,dzer_7@msud.nnov.ru,http://dzer7.nnov.msudrf.ru,"Ленина пр., д.49-а г.Дзержинск, 606000","8.00-17.00, обед 12.00-13.00"
119,Судебный участок мирового судьи № 8 Дзержинского судебного района Нижегородской области,Кузнецова Юлия Ирековна,+7 8313 23 07 91,dzer_8@msud.nnov.ru,http://dzer8.nnov.msudrf.ru,"Ленина пр., д.49-а г.Дзержинск, 606000","8.00-17.00, обед 12.00-13.00"
120,Судебный участок мирового судьи № 9 Дзержинского судебного района Нижегородской области,Рогожина Екатерина Евгеньевна,+7 8313 25-27-08,dzer_9@msud.nnov.ru,http://dzer9.nnov.msudrf.ru,"Ленина пр., д.49-а г.Дзержинск, 606000","8.00-17.00, обед 12.00-13.00"
121,Судебный участок мирового судьи № 10 Дзержинского судебного района Нижегородской области,Юлина Лариса Владимировна,+7 8313 26 11 08,dzer_10@msud.nnov.ru,http://dzer10.nnov.msudrf.ru,"Ленина пр., д.49-а г.Дзержинск, 606000","8.00-17.00, обед 12.00-13.00"
122,Судебный участок мирового судьи № 11 Дзержинского судебного района Нижегородской области,Золотарева Анна-Мария Александровна,+7 8313 25 02 28,dzer_11@msud.nnov.ru,http://dzer11.nnov.msudrf.ru,"Ленина пр., д.49-а г.Дзержинск, 606000","8.00-17.00, обед 12.00-13.00"
123,Судебный участок мирового судьи № 12 Дзержинского судебного района Нижегородской области,Колесов Олег Юрьевич,+7 8313 26-16-49,dzer_12@msud.nnov.ru,http://dzer12.nnov.msudrf.ru,"Ленина пр., д.49-а г.Дзержинск, 606000","8.00-17.00, обед 12.00-13.00"
124,Судебный участок мирового судьи № 13 Дзержинского судебного района Нижегородской области,Хлеманова Светлана Владимировна,+7 8313 23 11 90,dzer_13@msud.nnov.ru,http://dzer13.nnov.msudrf.ru,"Ленина пр., д.49-а г.Дзержинск, 606000","8.00-17.00, обед 12.00-13.00"
125,Судебный участок мирового судьи Дальнеконстантиновского судебного района Нижегородской области,Петрова Оксана Павловна,+7 83168 5-23-07,dkons_1@msud.nnov.ru,http://dkost.nnov.msudrf.ru,"Советская ул., д.80 р.п.Д.Константиново, 606310","8.00-17.00, обед 12.00-13.00"
126,Судебный участок мирового судьи Дивеевского судебного района Нижегородской области,Москалева Милена Владимировна,+7 83134 4-38-36,diveevo_1@msud.nnov.ru,http://divo.nnov.msudrf.ru,"Чкалова ул., д.2 с.Дивеево, 607320","8.00-17.00, обед 12.00-13.00"
127,Судебный участок мирового судьи Княгининского судебного района Нижегородской области,Миридонов Владимир Сергеевич,+7 83166 4 02 77,knyag_1@msud.nnov.ru,http://knyag.nnov.msudrf.ru,"Свободы ул., д.34 г.Княгинино, 606340","8.00-17.00, обед 12.00-13.00"
128,Судебный участок мирового судьи Ковернинского судебного района Нижегородской области,Донской Алексей Дмитриевич,+7 83157 2-23-39,kover_1@msud.nnov.ru,http://kover.nnov.msudrf.ru,"Школьная ул., д.30 р.п.Ковернино, 606570","8.00-17.00, обед 12.00-13.00"
129,Судебный участок мирового судьи № 1 Краснобаковского судебного района Нижегородской области,Несвит Евгений Александрович,+7 83156 2-15-15,krbak_1@msud.nnov.ru,http://krbak1.nnov.msudrf.ru,"Луговая ул., д.25 р.п.Красные Баки, 606710","8.00-17.00, обед 12.00-13.00"
130,Судебный участок мирового судьи № 2 Краснобаковского судебного района Нижегородской области,Лобастова Наталья Леонидовна,+7 83156 2-34-05,krbak_2@msud.nnov.ru,http://krbak2.nnov.msudrf.ru,"Луговая ул., д.25 р.п.Красные Баки, 606710","8.00-17.00, обед 12.00-13.00"
131,Судебный участок мирового судьи Краснооктябрьскогосудебного района Нижегородской области,Хайретдинова Надежда Викторовна,+7 83194 2-23-00,krokt_1@msud.nnov.ru,http://krokt.nnov.msudrf.ru,"Парковый пер., д.3 с.Уразовка, 607530","8.00-17.00, обед 12.00-13.00"
132,Судебный участок мирового судьи № 1 Кстовского судебного района Нижегородской области,Старкова Мария Николаевна,+7 83145 7-55-63,kstovo_1@msud.nnov.ru,http://kstovo1.nnov.msudrf.ru,"Театральная ул., д.2 г.Кстово, 607650","8.00-17.00, обед 12.00-13.00"
133,Судебный участок мирового судьи № 2 Кстовскогосудебного района Нижегородской области,Сильвестров Павел Сергеевич,+7 83145 2-13-08,kstovo_2@msud.nnov.ru,http://kstovo2.nnov.msudrf.ru,"Театральная ул., д.2 г.Кстово, 607650","8.00-17.00, обед 12.00-13.00"
134,Судебный участок мирового судьи № 3 Кстовского судебного района Нижегородской области,Соколов Александр Владимирович,+7 83145 7-55-52,kstovo_3@msud.nnov.ru,http://kstovo3.nnov.msudrf.ru,"Театральная ул., д.2 г.Кстово, 607650","8.00-17.00, обед 12.00-13.00"
135,Судебный участок мирового судьи № 4 Кстовского судебного района Нижегородской области,Цацалов Одисей Одисеевич,+7 83145 7-59-07,kstovo_4@msud.nnov.ru,http://kstovo4.nnov.msudrf.ru,"Театральная ул., д.2 г.Кстово, 607650","8.00-17.00, обед 12.00-13.00"
136,Судебный участок мирового судьи № 5 Кстовского судебного района Нижегородской области,Софронова Ирина Александровна,+7 83145 2 02 60,kstovo_5@msud.nnov.ru,http://kstovo5.nnov.msudrf.ru,"Театральная ул., д.2 г.Кстово, 607650","8.00-17.00, обед 12.00-13.00"
137,Судебный участок мирового судьи № 6 Кстовского судебного района Нижегородской области,Здоренко Дарья Валентиновна,+7 83145 2 01 14,kstovo_6@msud.nnov.ru,,"Театральная ул., д.2 г.Кстово, 607650","8.00-17.00, обед 12.00-13.00"
138,Судебный участок мирового судьи № 1 Кулебакского судебного района Нижегородской области,Романцева Анастасия Владимировна,+7 83176 5-87-71,kuleb_1@msud.nnov.ru,http://kuleb1.nnov.msudrf.ru,"Воровского ул., д.48 г.Кулебаки, 607010","8.00-17.00, обед 12.00-13.00"
139,Судебный участок мирового судьи № 2 Кулебакского судебного района Нижегородской области,Лебедева Альбина Викторовна,+7 83176 5-38-62,kuleb_2@msud.nnov.ru,http://kuleb2.nnov.msudrf.ru,"Воровского ул., д.48 г.Кулебаки, 607010","8.00-17.00, обед 12.00-13.00"
140,Судебный участок мирового судьи № 3 Кулебакского судебного района Нижегородской области,Казарян Татев Вардановна,+7 83176 5-81-65,kuleb_3@msud.nnov.ru,http://kuleb3.nnov.msudrf.ru,"Воровского ул., д.48 г.Кулебаки, 607010","8.00-17.00, обед 12.00-13.00"
141,Судебный участок мирового судьи № 1 Лукояновского судебного района Нижегородской области,Большова Юлия Григорьевна,+7 83196 4-31-82,luko_1@msud.nnov.ru,http://luk1.nnov.msudrf.ru,"Коммуны ул., д.32Г г.Лукоянов, 607800","8.00-17.00, обед 12.00-13.00"
142,Судебный участок мирового судьи № 2 Лукояновского судебного района Нижегородской области,Суслова Елена Николаевна,+7 83196 4-26-43,luko_2@msud.nnov.ru,http://luk2.nnov.msudrf.ru,"Коммуны ул., д.69 г.Лукоянов, 607800","8.00-17.00, обед 12.00-13.00"
143,Судебный участок мирового судьи № 1 Лысковского судебного района Нижегородской области,,+7 83149 5-55-64,liskovo_1@msud.nnov.ru,http://lysk1.nnov.msudrf.ru,"Строителей ул., д.10/1 г.Лысково, 606230","8.00-17.00, обед 12.00-13.00"
144,Судебный участок мирового судьи № 2 Лысковского судебного района Нижегородской области,Коннов Александр Эдуардович,+7 83149 5-59-54,liskovo_2@msud.nnov.ru,http://lysk2.nnov.msudrf.ru,"Строителей ул., д.10/1 г.Лысково, 606230","8.00-17.00, обед 12.00-13.00"
145,Судебный участок мирового судьи № 1 Навашинского судебного района Нижегородской области,Гунин Алексей Геннадьевич,+7 83175 5-76-36,navash_1@msud.nnov.ru,http://nav1.nnov.msudrf.ru,"Ленина ул., д.28 а г.Навашино, 607102","8.00-17.00, обед 12.00-13.00"
146,Судебный участок мирового судьи № 2 Навашинского судебного района Нижегородской области,Рязапов Дмитрий Тахирович,+7 83175 5-77-23,navash_2@msud.nnov.ru,http://nav2.nnov.msudrf.ru,"Ленина ул., д.28 а г.Навашино, 607102","8.00-17.00, обед 12.00-13.00"
147,Судебный участок мирового судьи № 1 Павловского судебного района Нижегородской области,Васильева Ольга Вячеславовна,+7 83171 2-30-45,pavl_1@msud.nnov.ru,http://pavlov1.nnov.msudrf.ru,"Кирова ул., д.66-а г. Павлово, 606100","8.00-17.00, обед 12.00-13.00"
148,Судебный участок мирового судьи № 2 Павловского судебного района Нижегородской области,Куликова Юлия Валерьевна,+7 83171 2-26-44,pavl_2@msud.nnov.ru,http://pavlov2.nnov.msudrf.ru,"Кирова ул., д.66-а г. Павлово, 606100","8.00-17.00, обед 12.00-13.00"
149,Судебный участок мирового судьи № 3 Павловского судебного района Нижегородской области,Каманин Александр Олегович,+7 83171 2-27-99,pavl_3@msud.nnov.ru,http://pavlov3.nnov.msudrf.ru,"Кирова ул., д.66-а г. Павлово, 606100","8.00-17.00, обед 12.00-13.00"
150,Судебный участок мирового судьи № 4 Павловского судебного района Нижегородской области,Паулкина Светлана Ивановна,+7 83171 2-30-44,pavl_4@msud.nnov.ru,http://pavlov4.nnov.msudrf.ru,"Кирова ул., д.66-а г. Павлово, 606100","8.00-17.00, обед 12.00-13.00"
151,Судебный участок мирового судьи № 5 Павловского судебного района Нижегородской области,Ноздрачев Максим Витальевич,+7 83171 2-27-98,pavl_5@msud.nnov.ru,http://pavl5.nnov.msudrf.ru,"Кирова ул., д.66-а г. Павлово, 606100","8.00-17.00, обед 12.00-13.00"
152,Судебный участок мирового судьи Первомайского  судебного района Нижегородской области,Кадурин Сергей Павлович,+7 83139 2-23-67,pervom_1@msud.nnov.ru,http://pervom.nnov.msudrf.ru,"Октябрьская ул., д.6 г.Первомайск, 607760","8.00-17.00, обед 12.00-13.00"
153,Судебный участок мирового судьи Перевозского судебного района Нижегородской области,Шумейко Людмила Сергеевна,+7 83148 5-33-96,perev_1@msud.nnov.ru,http://perev.nnov.msudrf.ru,"Молодежная ул., д.4 г.Перевоз, 607400","8.00-17.00, обед 12.00-13.00"
154,Судебный участок мирового судьи Пильнинского судебного района Нижегородской области,Поротикова Надежда Александровна,+7 83192 5-13-06,pilna_1@msud.nnov.ru,http://pilna.nnov.msudrf.ru,"Урицкого ул., д.64 р.п.Пильна, 607490","8.00-17.00, обед 12.00-13.00"
155,Судебный участок мирового судьи №1 Починковского судебного района Нижегородской области,Видяева Татьяна Александровна (декретный отпуск),+7 83197 5-18-89,poch_1@msud.nnov.ru,http://pochin1.nnov.msudrf.ru,"Луначарского ул., д.17 с.Починки, 607910","8.00-17.00, обед 12.00-13.00"
156,Судебный участок мирового судьи №2 Починковского судебного района Нижегородской области,Глухова Юлия Александровна,+7 83197 5 04 78,poch_2@msud.nnov.ru,http://pochin2.nnov.msudrf.ru,"Луначарского ул., д.17 с.Починки, 607910","8.00-17.00, обед 12.00-13.00"
157,Судебный участок мирового судьи №1 Саровского судебного района Нижегородской области,Миссирова Светлана Николаевна,+7 83130 6-14-29,sarov_1@msud.nnov.ru,http://sarov1.nnov.msudrf.ru,"Репина ул., д.3 г.Саров, 607188","8.30-17.30, обед 12.30-13.30"
158,Судебный участок мирового судьи №2 Саровского судебного района Нижегородской области,,+7 83130 5-44-15,sarov_2@msud.nnov.ru,http://sarov2.nnov.msudrf.ru,"Репина ул., д.3 г.Саров, 607188","8.30-17.30, обед 12.30-13.30"
159,Судебный участок мирового судьи №3 Саровского судебного района Нижегородской области,Хахина Лилия Сергеевна,+7 83130 6-14-34,sarov_3@msud.nnov.ru,http://sarov3.nnov.msudrf.ru,"Репина ул., д.3 г.Саров, 607198","8.30-17.30, обед 12.30-13.30"
160,Судебный участок мирового судьи №4 Саровского судебного района Нижегородской области,Голубева Евгения Анатольевна,+7 83130 6 11 76,sarov_4@msud.nnov.ru,http://sarov4.nnov.msudrf.ru,"Репина ул., д.3 г.Саров, 607198","8.30-17.30, обед 12.30-13.30"
161,Судебный участок мирового судьи №1 Семеновского судебного района Нижегородской области,Скворцова Анна Александровна,+7 83162 5-24-30,semen_1@msud.nnov.ru,http://semen1.nnov.msudrf.ru,"Ленина ул., д.12, г.Семенов, 606650","8.00-17.00, обед 12.00-13.00"
162,Судебный участок мирового судьи №2 Семеновского судебного района Нижегородской области,Сергеева Мария Владимировна,+7 83162 5-29-51,semen_2@msud.nnov.ru,http://semen2.nnov.msudrf.ru,"Ленина ул., д.12, г.Семенов, 606650","8.00-17.00, обед 12.00-13.00"
163,Судебный участок мирового судьи №3 Семеновского судебного района Нижегородской области,Полунина Ольга Юрьевна,+7 83162 5-33-41,semen_3@msud.nnov.ru,http://semen3.nnov.msudrf.ru,"Ленина ул., д.12, г.Семенов, 606650","8.00-17.00, обед 12.00-13.00"
164,Судебный участок мирового судьи №1 Сергачского судебного района  Нижегородской области,Осьминушкина Мария Ивановна,+7 83191 5-24-32,serg_1@msud.nnov.ru,http://serg1.nnov.msudrf.ru,"Советская ул., д.30 г.Сергач, 607510","8.00-17.00, обед 12.00-13.00"
165,Судебный участок мирового судьи №2 Сергачского  судебного района  Нижегородской области,Артамонов Алексей Николаевич,+7 83191 5-19-72,serg_2@msud.nnov.ru,http://serg2.nnov.msudrf.ru,"Советская ул., д.30 г.Сергач, 607510","8.00-17.00, обед 12.00-13.00"
166,Судебный участок мирового судьи Сеченовского  судебного района Нижегородской области,Терехова Маргарита Викторовна,+7 83193 5-22-74,sechen_1@msud.nnov.ru,http://sechen.nnov.msudrf.ru,"Советская ул., д.7 с.Сеченово, 607580","8.00-17.00, обед 12.00-13.00"
167,Судебный участок мирового судьи Сокольского  судебного района Нижегородской области,Германов Сергей Владимирович,+7 83137 2 02 87,sokol_1@msud.nnov.ru,http://sokol.nnov.msudrf.ru,"Достоевского ул., д.16 п.Сокольское, 606670","8.00-17.00, обед 12.00-13.00"
168,Судебный участок мирового судьи Сосновского  судебного района Нижегородской области,Козин Александр Владимирович,+7 83174 2-89-29,sosnov_1@msud.nnov.ru,http://sosnov.nnov.msudrf.ru,"Комсомольская ул., д.20 р.п.Сосновское, 606170","8.00-17.00, обед 12.00-13.00"
169,Судебный участок мирового судьи Спасского  судебного района Нижегородской области,Некрасов Андрей Федорович,+7 83165 2-62-61,spassk_1@msud.nnov.ru,http://spas.nnov.msudrf.ru,"Революции пл., д.27 с.Спасское, 606280","8.00-17.00, обед 12.00-13.00"
170,Судебный участок мирового судьи Тонкинского  судебного района Нижегородской области,Соколова Наталья Викторовна,+7 83153 4-85-10,tonkin_1@msud.nnov.ru,http://tonkin.nnov.msudrf.ru,"Свобода ул., д.21 р.п.Тонкино, 606970","8.00-17.00, обед 12.00-13.00"
171,Судебный участок мирового судьи Тоншаевского  судебного района Нижегородской области,Втюрина Марина Геннадьевна,+7 83151 2-25-80,tonsh_1@msud.nnov.ru,http://tonsh.nnov.msudrf.ru,"Центральная ул., д.16 р.п.Тоншаево, 606950","8.00-17.00, обед 12.00-13.00"
172,Судебный участок мирового судьи № 1 Уренского судебного района Нижегородской области,Дубнякова Екатерина Сергеевна,+7 83154 2-00-06,uren_1@msud.nnov.ru,http://uren1.nnov.msudrf.ru,"Механизаторов ул., д.32 г.Урень, 606800","8.00-17.00, обед 12.00-13.00"
173,Судебный участок мирового судьи № 2 Уренского  судебного района Нижегородской области,Галкина Наталия Вячеславовна,+7 83154 2-00-09,uren_2@msud.nnov.ru,http://uren2.nnov.msudrf.ru,"Механизаторов ул., д.32 г.Урень, 606800","8.00-17.00, обед 12.00-13.00"
174,Судебный участок мирового судьи № 1 Чкаловского судебного района Нижегородской области,Коновалова Елена Михайловна,+7 83160 4-19-30,chkal_1@msud.nnov.ru,http://chkal1.nnov.msudrf.ru,"Лесная ул., д.7 г. Чкаловск, 606541","8.00-17.00, обед 12.00-13.00"
175,Судебный участок мирового судьи № 2 Чкаловского судебного района Нижегородской области,Мошкова Анна Юрьевна,+7 83160 4-29-56,chkal_2@msud.nnov.ru,http://chkal2.nnov.msudrf.ru,"Лесная ул., д.7 г. Чкаловск, 606541","8.00-17.00, обед 12.00-13.00"
176,Судебный участок мирового судьи Шарангского  судебного района Нижегородской области,Пашкевич Денис Эдуардович,+7 83155 2 01 33,sharan_1@msud.nnov.ru,http://shara.nnov.msudrf.ru,"Красноармейская ул., д.1 р.п.Шаранга, 606840","8.00-17.00, обед 12.00-13.00"
177,Судебный участок мирового судьи Шатковского  судебного района Нижегородской области,Мокеева Эльвира Хусияновна,+7 83190 4-17-46,shatki_1@msud.nnov.ru,http://shatki.nnov.msudrf.ru,"Федеративная ул., д.21 р.п.Шатки, 607700","8.00-17.00, обед 12.00-13.00"
178,Судебный участок мирового судьи№ 1 Шахунского судебного района Нижегородской области,Данелин Сергей Артемович,+7 83152 2-71-67,shahun_1@msud.nnov.ru,http://shah1.nnov.msudrf.ru,"Советская ул., д.13 г.Шахунья, 606910","8.00-17.00, обед 12.00-13.00"
179,Судебный участок мирового судьи№ 2 Шахунского судебного района Нижегородской области,Петрачкова Светлана Валерьевна,+7 83152 2-55-76,shahun_2@msud.nnov.ru,http://shah2.nnov.msudrf.ru,"Советская ул., д.13 г.Шахунья, 606910","8.00-17.00, обед 12.00-13.00"
